niv,deiziad_degemer,insee,kumun,stagadenn,lec_hanv,stumm_orin,rummad,stumm_dibab,deiziad_restr
3351,2005-12-19,29212,Plouzane,Le,Mengant,Le Mengant,Kêriadenn,Ar Mengant,2016-02-08
1997,2005-12-19,29212,Plouzane,,Ruguellou,Ruguellou,Kêriadenn,Rugelloù,2016-02-08
3331,2005-12-19,29212,Plouzane,,Kersalaun,Kersalaun,Kêriadenn,Kersalaun,2016-02-08
83909,2005-12-19,29212,Plouzane,Le,Cloître,Le Cloître,Kêriadenn,Ar C'hloastr,2016-02-08
1627,1970-01-01,29212,Plouzane,Chapelle,Notre-Dame du Reun,Chapelle Notre-Dame du Reun,Monumant,Chapel Itron-Varia ar Reun,2016-02-08
3312,2005-12-19,29212,Plouzane,,Keriel,Keriel,Kêriadenn,Keryell,2016-02-08
83929,2005-12-19,29212,Plouzane,,Kerjean,Kerjean,Diseurt,Keryann,2016-02-08
3292,2005-12-19,29212,Plouzane,,Kerarguen,Kerarguen,Kêriadenn,Kerargwenn,2016-02-08
6845,2005-12-19,29212,Plouzane,Pointe du,Petit Minou,Pointe du Petit Minou,Beg,Beg ar Minou,2016-02-08
124861,2011-12-01,29212,Plouzane,Porte de,Plouzané,Porte de Plouzané,Diseurt,Dor Plouzane,2016-02-08
3272,2005-12-19,29212,Plouzane,,Coat Salou,Coat Salou,Kêriadenn,Koatsalou,2016-02-08
141728,2015-02-13,29212,Plouzane,Parc,Jacques Brel,Parc Jacques Brel,Takad,Park Jacques Brel,2016-02-08
3358,2005-12-19,29212,Plouzane,,Mezéles,Mezéles,Kêriadenn,Mezelez,2016-02-08
2004,2005-12-19,29212,Plouzane,,Tremaïdic Izella,Tremaïdic Izella,Kêriadenn,Tremaidig Izelañ,2016-02-08
83953,2005-12-19,29212,Plouzane,Le,Rest,Le Rest,Diseurt,Ar Rest,2016-02-08
1985,2005-12-19,29212,Plouzane,,Pen ar Créac'h,Pen ar Créac'h,Kêriadenn,Penn ar C'hreac'h,2016-02-08
3319,2015-05-22,29212,Plouzane,,Kerlavezan,Kerlavezan,Kêriadenn,Kerlavezan Vras,2016-02-08
3338,2005-12-19,29212,Plouzane,,Kerthomas,Kerthomas,Kêriadenn,Kerdomaz,2016-02-08
83936,2005-12-19,29212,Plouzane,,Lannevel,Lannevel,Kêriadenn,Lannevel,2016-02-08
3299,2005-12-19,29212,Plouzane,,Kerbinijen,Kerbinijen,Kêriadenn,Kerbinijen,2016-02-08
31770,2005-12-19,29212,Plouzane,,Bodonnou,Bodonnou,Kêriadenn,Bodonoù,2016-02-08
2011,2005-12-19,29212,Plouzane,,Vern Hallec,Vern Hallec,Kêriadenn,Ar Vern Haleg,2016-02-08
136264,2014-01-30,29212,Plouzane,Complexe de,Trémaïdic,Complexe de Trémaïdic,Monumant,Kreizenn Tremaidig,2016-02-08
3279,2005-12-19,29212,Plouzane,,Feunteun Sané,Feunteun Sané,Kêriadenn,Feunteun Sane,2016-02-08
3346,2005-12-19,29212,Plouzane,,Lannevel Bras,Lannevel Bras,Kêriadenn,Lannevel Vras,2016-02-08
1992,2005-12-19,29212,Plouzane,,Poulpiquet,Poulpiquet,Kêriadenn,Poulpiked,2016-02-08
3326,2005-12-19,29212,Plouzane,,Kerneis,Kerneis,Kêriadenn,Kerneiz,2016-02-08
83954,2005-12-19,29212,Plouzane,,Ti an Diaoul,Ti an Diaoul,Diseurt,Ti an Diaoul,2016-02-08
3307,2005-12-19,29212,Plouzane,,Kergoff,Kergoff,Kêriadenn,Kergo,2016-02-08
3286,2005-12-19,29212,Plouzane,,Kerandraon,Kerandraon,Kêriadenn,Keradraon,2016-02-08
4992,1970-01-01,29212,Plouzane,Pointe du,Diable,Pointe du Diable,Beg,Beg an Diaoul,2016-02-08
3267,2005-12-19,29212,Plouzane,,Brehellen,Brehellen,Kêriadenn,Brec'helen,2016-02-08
83927,2005-12-19,29212,Plouzane,,Kerbaleac'h,Kerbaleac'h,Diseurt,Kerbaleac'h,2016-02-08
3353,2005-12-19,29212,Plouzane,,Mescleuziou,Mescleuziou,Kêriadenn,Meskleuzioù,2016-02-08
1999,2005-12-19,29212,Plouzane,,Toulbaléna,Toulbaléna,Kêriadenn,Toulbalena,2016-02-08
3333,2005-12-19,29212,Plouzane,,Kersalaun Bras,Kersalaun Bras,Kêriadenn,Kersalaun Vras,2016-02-08
83920,2005-12-19,29212,Plouzane,Le,Grand Minou,Le Grand Minou,Diseurt,Ar Minou Bras,2016-02-08
1734,2014-05-21,29212,Plouzane,Port de Plaisance du,Dellec,Port de Plaisance du Dellec,Diseurt,Porzh-bageal Delleg,2016-02-08
3314,2005-12-19,29212,Plouzane,,Kerivin,Kerivin,Kêriadenn,Kerivin,2016-02-08
83931,2015-09-22,29212,Plouzane,,Kernevez,Kernevez,Kêriadenn,Kernevez ar Frañsig,2016-02-08
3294,2005-12-19,29212,Plouzane,,Kerarmestr,Kerarmestr,Kêriadenn,Keramestr,2016-02-08
7106,1970-01-01,29212,Plouzane,,Plouzané,Plouzané,Kumun,Plouzane,2016-02-08
127412,2012-04-23,29212,Plouzane,Espace,Eric Tabarly,Espace Eric Tabarly,Diseurt,Kreizenn Eric Tabarly,2016-02-08
3274,2005-12-19,29212,Plouzane,Le,Cosquer,Le Cosquer,Kêriadenn,Ar Gozhkêr,2016-02-08
142320,2015-03-16,29212,Plouzane,,Koadomnez Vihan,Koadomnez Vihan,Kêriadenn,Koadomnez Vihan,2016-02-08
3361,1970-01-01,29212,Plouzane,Corniche du,Minou,Corniche du Minou,Hent,Aod ar Minou,2016-02-08
2006,1970-01-01,29212,Plouzane,Fontaine de la,Trinité,Fontaine de la Trinité,Monumant,Feunteun an Dreinded,2016-02-08
83924,2005-12-19,29212,Plouzane,Moulin de,Keralliou,Moulin de Keralliou,Monumant,Milin Geraliou,2016-02-08
1987,2005-12-19,29212,Plouzane,,Pen ar Valy,Pen ar Valy,Kêriadenn,Penn ar Vali,2016-02-08
3321,2005-12-19,29212,Plouzane,,Kerlembars,Kerlembars,Kêriadenn,Kerlembarz,2016-02-08
3341,2005-12-19,29212,Plouzane,,Kervaogon,Kervaogon,Kêriadenn,Kervaogon,2016-02-08
83938,2005-12-19,29212,Plouzane,,Laougat,Laougat,Diseurt,Laougad,2016-02-08
3301,2005-12-19,29212,Plouzane,,Kerborhel,Kerborhel,Kêriadenn,Kerborc'hell,2016-02-08
83911,2005-12-19,29212,Plouzane,,Coatquillé,Coatquillé,Kêriadenn,Koatkilhe,2016-02-08
3281,2005-12-19,29212,Plouzane,L',Hospitalou,L' Hospitalou,Kêriadenn,An Ospitaloù,2016-02-08
3654,2005-12-19,29212,Plouzane,,Kerallan,Kerallan,Kêriadenn,Kerallann,2016-02-08
3348,2005-12-19,29212,Plouzane,,Lanrivinec,Lanrivinec,Kêriadenn,Lanrivineg,2016-02-08
1994,2005-12-19,29212,Plouzane,,Quilihouarn,Quilihouarn,Kêriadenn,Killihouarn,2016-02-08
3328,2005-12-19,29212,Plouzane,,Kerouhant,Kerouhant,Kêriadenn,Kerouc'han,2016-02-08
83942,2005-12-19,29212,Plouzane,,Trouhounan,Trouhounan,Kêriadenn,Trouc'hounan,2016-02-08
3309,2005-12-19,29212,Plouzane,,Kerharniel,Kerharniel,Kêriadenn,Kerarniel,2016-02-08
3288,2005-12-19,29212,Plouzane,,Kerarbelec,Kerarbelec,Kêriadenn,Kerarbeleg,2016-02-08
3269,2005-12-19,29212,Plouzane,,Coadenez,Coadenez,Kêriadenn,Koadenez,2016-02-08
23359,2005-03-26,29212,Plouzane,,Mezer Braz,Mezer Braz,Kêriadenn,Mez ar Braz,2016-02-08
3355,2005-12-19,29212,Plouzane,,Mesprat,Mesprat,Kêriadenn,Mesprad,2016-02-08
2001,2005-12-19,29212,Plouzane,,Tremaïdic,Tremaïdic,Kêriadenn,Tremaidig,2016-02-08
3316,2005-12-19,29212,Plouzane,,Kerjestin,Kerjestin,Kêriadenn,Kerjestin,2016-02-08
3335,2005-12-19,29212,Plouzane,,Kersausset,Kersausset,Kêriadenn,Kersaosed,2016-02-08
83939,2005-12-19,29212,Plouzane,Le,Louc'h,Le Louc'h,Diseurt,Al Louc'h,2016-02-08
1982,2014-05-22,29212,Plouzane,Le,Nevent,Le Nevent,Kêriadenn,Nevent,2016-02-08
83933,2005-12-19,29212,Plouzane,,Koad an Ifern,Koad an Ifern,Koad,Koad an Ifern,2016-02-08
3296,2005-12-19,29212,Plouzane,,Kerarrouz,Kerarrouz,Kêriadenn,Kerarrouz,2016-02-08
3276,2005-12-19,29212,Plouzane,Le Grand,Dellec,Le Grand Dellec,Beg,Beg Delleg Vras,2016-02-08
116370,2010-09-02,29212,Plouzane,Ecole,Anita Conti,Ecole Anita Conti,Monumant,Skol Anita Conti,2016-02-08
83925,2005-12-19,29212,Plouzane,,Kerargouriz,Kerargouriz,Kêriadenn,Kerargouriz,2016-02-08
2008,2015-03-26,29212,Plouzane,,Ty Coz,Ty Coz,Kêriadenn,Ti Kozh,2016-02-08
3343,2005-12-19,29212,Plouzane,,Kerverrien Bihan,Kerverrien Bihan,Kêriadenn,Kerverien Vihan,2016-02-08
1989,2005-12-19,29212,Plouzane,,Penhoat,Penhoat,Kêriadenn,Penc'hoad,2016-02-08
3323,2005-12-19,29212,Plouzane,,Kernazec,Kernazec,Kêriadenn,Kernazeg,2016-02-08
83947,2005-12-19,29212,Plouzane,,Penhuel,Penhuel,Kêriadenn,Penhul,2016-02-08
3303,2005-12-19,29212,Plouzane,,Kerebihan,Kerebihan,Kêriadenn,Kerebian,2016-02-08
3656,2005-12-19,29212,Plouzane,,Kroas-Saliou,Kroas-Saliou,Kêriadenn,Kroaz Saliou,2016-02-08
3264,2005-12-19,29212,Plouzane,,Allegot,Allegot,Kêriadenn,An Halegod,2016-02-08
83913,2005-12-19,29212,Plouzane,,Croas ar Go,Croas ar Go,Diseurt,Kroaz ar Go,2016-02-08
3283,2005-12-19,29212,Plouzane,,Kerac'hor,Kerac'hor,Kêriadenn,Kerarc'horr,2016-02-08
3350,2005-12-19,29212,Plouzane,,Lezavarn,Lezavarn,Kêriadenn,Lezavarn,2016-02-08
1996,2005-12-19,29212,Plouzane,,Ringuindy,Ringuindy,Kêriadenn,Ringindi,2016-02-08
3330,2005-12-19,29212,Plouzane,,Kerrousseau,Kerrousseau,Kêriadenn,Kerrouso,2016-02-08
83921,2005-12-19,29212,Plouzane,La,Grande Forge,La Grande Forge,Diseurt,Ar C'hovel Vras,2016-02-08
1624,1970-01-01,29212,Plouzane,Chapelle de la,Trinité,Chapelle de la Trinité,Monumant,Chapel an Dreinded,2016-02-08
3311,2005-12-19,29212,Plouzane,,Keribin,Keribin,Kêriadenn,Keribin,2016-02-08
3291,2005-12-19,29212,Plouzane,,Ker ar Groaz,Ker ar Groaz,Kêriadenn,Kerargroaz,2016-02-08
3271,2005-12-19,29212,Plouzane,,Coatibous,Coatibous,Kêriadenn,Koatibouch,2016-02-08
83928,2005-12-19,29212,Plouzane,,Kerhourlo,Kerhourlo,Diseurt,Kerc'houllo,2016-02-08
140297,2014-11-25,29212,Plouzane,Terrain de l',Hospitalou,Terrain de l' Hospitalou,Monumant,Tachenn an Ospitaloù,2016-02-08
3357,2005-12-19,29212,Plouzane,,Mezarhes,Mezarhes,Kêriadenn,Mezarez,2016-02-08
2003,2005-12-19,29212,Plouzane,,Tremaïdic Huella,Tremaïdic Huella,Kêriadenn,Tremaidig Uhelañ,2016-02-08
1984,2005-12-19,29212,Plouzane,,Pen ar C'hoat,Pen ar C'hoat,Kêriadenn,Penn ar C'hoad an Arvor,2016-02-08
3318,2005-12-19,29212,Plouzane,,Kerlaouen,Kerlaouen,Kêriadenn,Kerlaouen,2016-02-08
3337,2005-12-19,29212,Plouzane,,Kerstrat,Kerstrat,Kêriadenn,Kerstrad,2016-02-08
83950,2005-12-19,29212,Plouzane,Le,Petit Minou,Le Petit Minou,Kêriadenn,Ar Minou Bihan,2016-02-08
83935,2005-12-19,29212,Plouzane,,Landréan,Landréan,Diseurt,Landrean,2016-02-08
3298,2005-12-19,29212,Plouzane,,Kerbers,Kerbers,Kêriadenn,Kerberz,2016-02-08
2010,2015-03-26,29212,Plouzane,,Ty Ruz,Ty Ruz,Kêriadenn,Ti Ruz,2016-02-08
3278,2014-05-21,29212,Plouzane,Fort du,Dellec,Fort du Dellec,Monumant,Kreñv Delleg,2016-02-08
83940,2000-06-09,29212,Plouzane,Roche,Mengant,Roche Mengant,Karreg,Karreg Vengant,2016-02-08
3345,2005-12-19,29212,Plouzane,,Lannevel Bihan,Lannevel Bihan,Kêriadenn,Lannevel Vihan,2016-02-08
1991,2005-12-19,29212,Plouzane,,Poullic,Poullic,Kêriadenn,Ar Poullig,2016-02-08
3325,2005-12-19,29212,Plouzane,,Kernevez,Kernevez,Kêriadenn,Kernevez (Bodonoù),2016-02-08
83948,2005-12-19,29212,Plouzane,,Poulzéron,Poulzéron,Diseurt,Poulzeroun,2016-02-08
3305,2005-12-19,29212,Plouzane,,Kerfezan,Kerfezan,Kêriadenn,Kerfezan,2016-02-08
4609,1999-10-08,29212,Plouzane,,Castel-Névez,Castel-Névez,Kêriadenn,Kastell Nevez,2016-02-08
3266,2005-12-19,29212,Plouzane,Chapelle de,Bodonnou,Chapelle de Bodonnou,Monumant,Chapel Bodonoù,2016-02-08
83926,2005-12-19,29212,Plouzane,,Kerastrez,Kerastrez,Kêriadenn,Kerlastrez,2016-02-08
3285,2005-12-19,29212,Plouzane,,Kerandantec,Kerandantec,Kêriadenn,Kerandanteg,2016-02-08
3352,2006-04-10,29212,Plouzane,,Mesbioudou,Mesbioudou,Kêriadenn,Mesbiodou,2016-02-08
1998,2005-12-19,29212,Plouzane,,Stang Guégen,Stang Guégen,Kêriadenn,Stank Gwegen,2016-02-08
3332,2005-12-19,29212,Plouzane,,Kersalaun Bihan,Kersalaun Bihan,Kêriadenn,Kersalaun Vihan,2016-02-08
83915,2005-12-19,29212,Plouzane,Le,Dellec,Le Dellec,Kêriadenn,Delleg,2016-02-08
1731,1970-01-01,29212,Plouzane,Le,Technopole,Le Technopole,Monumant,An Teknopol,2016-02-08
3313,2005-12-19,29212,Plouzane,,Kerioual,Kerioual,Kêriadenn,Kerriwal,2016-02-08
83930,2005-12-19,29212,Plouzane,,Kernévent,Kernévent,Kêriadenn,Kernevent,2016-02-08
3293,2005-12-19,29212,Plouzane,,Kerarguen an Dour,Kerarguen an Dour,Kêriadenn,Kerargwenn an Dour,2016-02-08
3273,2005-12-19,29212,Plouzane,,Coatuelen,Coatuelen,Kêriadenn,Koatuelen,2016-02-08
141767,2015-02-20,29212,Plouzane,Parc,Paul Larreur,Parc Paul Larreur,Takad,Park Paul Larreur,2016-02-08
3360,2005-12-19,29212,Plouzane,,Mezquili,Mezquili,Kêriadenn,Meskilli,2016-02-08
2005,2005-12-19,29212,Plouzane,,Trenen,Trenen,Kêriadenn,Trenenn,2016-02-08
83952,2005-12-19,29212,Plouzane,Le,Styvel,Le Styvel,Diseurt,Ar Stivell,2016-02-08
1986,2005-12-19,29212,Plouzane,,Pen ar Pont,Pen ar Pont,Kêriadenn,Penn ar Pont,2016-02-08
3320,2005-12-19,29212,Plouzane,,Kerlavezan Bihan,Kerlavezan Bihan,Kêriadenn,Kerlavezan Vihan,2016-02-08
3340,2005-12-19,29212,Plouzane,,Kervao,Kervao,Kêriadenn,Kervao,2016-02-08
83937,2005-12-19,29212,Plouzane,,Lannilis,Lannilis,Kêriadenn,Lanniliz,2016-02-08
3300,2005-12-19,29212,Plouzane,,Kerbleust,Kerbleust,Kêriadenn,Kerbleustr,2016-02-08
83910,2005-12-19,29212,Plouzane,,Coat Omnès,Coat Omnès,Kêriadenn,Koadomnez,2016-02-08
3280,2005-12-19,29212,Plouzane,,Goaremm Glaz,Goaremm Glaz,Kêriadenn,Gwaremm C'hlas,2016-02-08
3653,2005-12-19,29212,Plouzane,,Coat-Edern,Coat-Edern,Kêriadenn,Koad Edern,2016-02-08
3347,2005-12-19,29212,Plouzane,,Langoulian,Langoulian,Kêriadenn,Langoulian,2016-02-08
1993,2005-12-19,29212,Plouzane,,Prat Loas,Prat Loas,Kêriadenn,Prad Loaz,2016-02-08
3327,2005-12-19,29212,Plouzane,,Keropars,Keropars,Kêriadenn,Kerroparzh,2016-02-08
83941,2005-12-19,29212,Plouzane,,Toulbroc'h,Toulbroc'h,Kêriadenn,Toulbroc'h,2016-02-08
3308,2005-12-19,29212,Plouzane,,Kerhallet,Kerhallet,Kêriadenn,Kerc'haled,2016-02-08
3287,2005-12-19,29212,Plouzane,,Kerangoff,Kerangoff,Kêriadenn,Kerango,2016-02-08
3268,2005-12-19,29212,Plouzane,,Brignon,Brignon,Kêriadenn,Brignon,2016-02-08
83917,1970-01-01,29212,Plouzane,Centre Culturel,François Mitterrand,Centre Culturel François Mitterrand,Diseurt,Kreizenn Sevenadurel François Mitterrand,2016-02-08
3354,2005-12-19,29212,Plouzane,,Mesculan,Mesculan,Kêriadenn,Meskulan,2016-02-08
2000,2005-12-19,29212,Plouzane,,Trebaoc,Trebaoc,Kêriadenn,Trebaog,2016-02-08
3315,2005-12-19,29212,Plouzane,,Kerizivin,Kerizivin,Kêriadenn,Kerizivin,2016-02-08
3334,2005-12-19,29212,Plouzane,,Kersignien,Kersignien,Kêriadenn,Kersignen,2016-02-08
83923,2005-12-19,29212,Plouzane,Le,Guenny,Le Guenny,Diseurt,Gwenni,2016-02-08
1981,2005-12-19,29212,Plouzane,,Moguer,Moguer,Kêriadenn,Ar Voger,2016-02-08
83932,2005-12-19,29212,Plouzane,,Kervalanec,Kervalanec,Diseurt,Kervalaneg,2016-02-08
3295,2005-12-19,29212,Plouzane,,Kerarmerrien,Kerarmerrien,Kêriadenn,Kerarmerien,2016-02-08
3275,2005-12-19,29212,Plouzane,,Croix Marie,Croix Marie,Kêriadenn,Kroaz Mari,2016-02-08
3362,1970-01-01,29212,Plouzane,Phare du,Minou,Phare du Minou,Monumant,Tour-tan ar Minou,2016-02-08
2007,2005-12-19,29212,Plouzane,,Ty Baol,Ty Baol,Kêriadenn,Ti Baol,2016-02-08
3342,2005-12-19,29212,Plouzane,,Kerverrien,Kerverrien,Kêriadenn,Kerverien,2016-02-08
83914,2005-12-19,29212,Plouzane,,Croastane,Croastane,Diseurt,Kroastane,2016-02-08
1988,2005-12-19,29212,Plouzane,,Penarvern,Penarvern,Kêriadenn,Pennarvern,2016-02-08
3322,2015-03-26,29212,Plouzane,,Kernabat,Kernabat,Kêriadenn,Kernabad,2016-02-08
83946,2005-12-19,29212,Plouzane,,Mez Yan,Mez Yan,Kêriadenn,Mezyann,2016-02-08
3302,2005-12-19,29212,Plouzane,,Kerdalaez,Kerdalaez,Kêriadenn,Kerdalaez,2016-02-08
122413,2011-08-02,35047,Bruz,Rue,Max Jacob,Rue Max Jacob,Hent,Straed Max Jacob,2016-02-08
144077,2015-12-27,35047,Bruz,Ecluse de,Pont Réan,Ecluse de Pont Réan,Monumant,Skluz Rigan,2016-02-08
136096,2014-01-31,35047,Bruz,,Mons,Mons,Kêriadenn,Mons,2016-02-08
131258,2013-02-05,35047,Bruz,Allée du,Colibri,Allée du Colibri,Hent,Alez ar C'holibri,2016-02-08
123523,2011-09-26,35047,Bruz,Rue d',Iroise,Rue d' Iroise,Hent,Straed an Hirwazh,2016-02-08
127503,2012-05-03,35047,Bruz,Allée,Anita Conti,Allée Anita Conti,Hent,Alez Anita Conti,2016-02-08
119140,2011-02-09,35047,Bruz,,Ker Lann,Ker Lann,Diseurt,Kêr Lann,2016-02-08
133703,2013-06-04,35047,Bruz,Impasse,Pierre-Gilles de Gennes,Impasse Pierre-Gilles de Gennes,Hent,Hent-dall Pierre-Gilles de Gennes,2016-02-08
131259,2013-01-29,35047,Bruz,Avenue de,Wrzesnia,Avenue de Wrzesnia,Hent,Bali Wrzesnia,2016-02-08
122415,2011-08-02,35047,Bruz,Rue,Claude Bernard,Rue Claude Bernard,Hent,Straed Claude Bernard,2016-02-08
144079,2015-12-27,35047,Bruz,Ecluse de,Cicé,Ecluse de Cicé,Monumant,Skluz Cicé,2016-02-08
136097,2014-01-31,35047,Bruz,Place du,Docteur Joly,Place du Docteur Joly,Hent,Plasenn an Doktor Joly,2016-02-08
131266,2013-02-05,35047,Bruz,Le,Haut Launay,Le Haut Launay,Kêriadenn,Ar Wern Uhelañ,2016-02-08
133704,2013-06-04,35047,Bruz,Rue des,Champs Géons,Rue des Champs Géons,Hent,Straed Les Champs Géons,2016-02-08
127898,2012-05-25,35047,Bruz,Rue des,Cadrans,Rue des Cadrans,Hent,Straed an Eurieroù-heol,2016-02-08
143755,2015-11-18,35047,Bruz,Rue,Hélène Boucher,Rue Hélène Boucher,Hent,Straed Hélène Boucher,2016-02-08
4503,1970-01-01,35047,Bruz,,Bruz,Bruz,Kumun,Bruz,2016-02-08
122410,2011-08-02,35047,Bruz,Rue,Henri Queffélec,Rue Henri Queffélec,Hent,Straed Henri Kefeleg,2016-02-08
131261,2013-01-29,35047,Bruz,Avenue de,Cézembre,Avenue de Cézembre,Hent,Bali Sezambr,2016-02-08
122424,2011-08-02,35047,Bruz,Rue,Louis Guilloux,Rue Louis Guilloux,Hent,Straed Louis Gwilhouz,2016-02-08
136104,2014-01-31,35047,Bruz,Bois des,Ormeaux,Bois des Ormeaux,Monumant,Koad Les Ormeaux,2016-02-08
131255,2013-01-29,35047,Bruz,Rue de,Molène,Rue de Molène,Hent,Straed Molenez,2016-02-08
122412,2011-08-02,35047,Bruz,Rue,Victor Segalen,Rue Victor Segalen,Hent,Straed Victor Segalenn,2016-02-08
143757,2015-11-18,35047,Bruz,Rue,Elise Deroche,Rue Elise Deroche,Hent,Straed Elise Deroche,2016-02-08
136095,2014-01-31,35047,Bruz,Le,Cicé,Le Cicé,Kêriadenn,Cicé,2016-02-08
131264,2013-02-05,35047,Bruz,Le,Bas Launay,Le Bas Launay,Kêriadenn,Ar Wern Izelañ,2016-02-08
122425,2011-08-02,35047,Bruz,Rue,Jules Verne,Rue Jules Verne,Hent,Straed Jules Verne,2016-02-08
136220,2014-01-31,35047,Bruz,La,Noë,La Noë,Kêriadenn,La Noë,2016-02-08
127502,2012-05-03,35047,Bruz,Esplanade,Anita Conti,Esplanade Anita Conti,Hent,Reper Anita Conti,2016-02-08
142683,2015-07-17,35047,Bruz,Rue,Zénaïde Fleuriot,Rue Zénaïde Fleuriot,Hent,Straed Zénaïde Fleuriot,2016-02-08
133702,2013-06-04,35047,Bruz,Impasse,Irène Joliot-Curie,Impasse Irène Joliot-Curie,Hent,Hent-dall Irène Joliot-Curie,2016-02-08
131257,2013-01-29,35047,Bruz,Square de l',Ile de Groix,Square de l' Ile de Groix,Hent,Skwar Enez-Groe,2016-02-08
122414,2011-08-02,35047,Bruz,Rue,Pêr-Jakez Hélias,Rue Pêr-Jakez Hélias,Hent,Straed Pêr-Jakez Heliaz,2016-02-08
144078,2015-12-27,35047,Bruz,Ecluse de,Mons,Ecluse de Mons,Monumant,Skluz Mons,2016-02-08
136099,2014-01-31,35047,Bruz,Parc de la,Herverie,Parc de la Herverie,Monumant,Liorzh La Herverie,2016-02-08
131265,2013-02-05,35047,Bruz,Chemin du,Haut Launay,Chemin du Haut Launay,Hent,Hentig ar Wern Uhelañ,2016-02-08
127504,2012-05-03,35047,Bruz,Esplanade,Colette Besson,Esplanade Colette Besson,Hent,Reper Colette Besson,2016-02-08
143754,2015-11-18,35047,Bruz,Rue,Louis Blériot,Rue Louis Blériot,Hent,Straed Louis Blériot,2016-02-08
133996,2013-07-11,35047,Bruz,Rue de la,Croix Vaisserelle,Rue de la Croix Vaisserelle,Hent,Straed ar Groaz Vaisserelle,2016-02-08
122408,2011-08-02,35047,Bruz,Rue,Eugène Guillevic,Rue Eugène Guillevic,Hent,Straed Eugène Gwilhevig,2016-02-08
131260,2013-01-29,35047,Bruz,Avenue de l',Europe,Avenue de l' Europe,Hent,Bali Europa,2016-02-08
122416,2011-08-02,35047,Bruz,Rue,Jean Guéhenno,Rue Jean Guéhenno,Hent,Straed Jean Gwehenno,2016-02-08
131254,2016-01-22,35047,Bruz,Square,Abbé Pierre,Square Abbé Pierre,Hent,Skwar an Abad Pierre,2016-02-08
136098,2014-01-31,35047,Bruz,Rue,Germaine Marquer,Rue Germaine Marquer,Hent,Straed Germaine Marquer,2016-02-08
131262,2013-02-05,35047,Bruz,,Launay,Launay,Kêriadenn,Ar Wern,2016-02-08
122411,2011-08-02,35047,Bruz,Rue,Noël du Fail,Rue Noël du Fail,Hent,Straed Noël du Fail,2016-02-08
143756,2015-11-18,35047,Bruz,Rue,Gabriel Voisin,Rue Gabriel Voisin,Hent,Straed Gabriel Voisin,2016-02-08
95605,2014-01-31,35047,Bruz,,Champcors,Champcors,Kêriadenn,Champcors,2016-02-08
131263,2013-02-05,35047,Bruz,Chemin du,Bas Launay,Chemin du Bas Launay,Hent,Hentig ar Wern Izelañ,2016-02-08
122418,2011-08-02,35047,Bruz,Rue,Fleming,Rue Fleming,Hent,Straed Fleming,2016-02-08
136114,2014-01-31,35047,Bruz,Château des,Planches,Château des Planches,Monumant,Kastell Les Planches,2016-02-08
127223,2012-04-02,35047,Bruz,Rue,René-Guy Cadou,Rue René-Guy Cadou,Hent,Straed René-Guy Kadou,2016-02-08
127501,2013-01-07,35047,Bruz,Rond-point,Anita Conti,Rond-point Anita Conti,Hent,Kroashent-tro Anita Conti,2016-02-08
142682,2015-07-17,35047,Bruz,Rue,Louis Hémon,Rue Louis Hémon,Hent,Straed Louis Hemon,2016-02-08
131256,2013-01-29,35047,Bruz,Chemin du,Paradis,Chemin du Paradis,Hent,Hentig ar Baradoz,2016-02-08
